p	invt	df	pinvt
0.99999999999	7.23265	156	1.00000
1.E-11	-7.23265	156	.999986E-11
0.99999999999	6.83660	600	1.00000
1.E-11	-6.83660	600	.100001E-10
0.99999999999	6.82474	659	1.00000
1.E-11	-6.82474	659	.999970E-11
0.99999999999	6.78386	1000	1.00000
1.E-11	-6.78386	1000	.999971E-11
0.99999999999	6.75339	1637	1.00000
1.E-11	-6.75339	1637	.999980E-11
0.99999999999	6.71889	6000	1.00000
1.E-11	-6.71889	6000	.999995E-11
0.99999999999	6.71845	6213	1.00000
1.E-11	-6.71845	6213	.999983E-11
0.99999999999	6.71374	10000	1.00000
1.E-11	-6.71374	10000	.999985E-11
0.99999999999	6.71154	13972	1.00000
1.E-11	-6.71154	13972	.100002E-10
0.99999999999	6.70731	60000	1.00000
1.E-11	-6.70731	60000	.999985E-11
0.99999999999	6.70721	64843	1.00000
1.E-11	-6.70721	64843	.100001E-10
0.999999999990191	.324496E+11	1	1.00000
9.80935E-12	-.324496E+11	1	.980936E-11
0.999999999990191	122.847	6	1.00000
9.80935E-12	-122.847	6	.980919E-11
0.999999999990191	32.2057	10	1.00000
9.80935E-12	-32.2057	10	.980941E-11
0.999999999990191	19.1311	14	1.00000
9.80935E-12	-19.1311	14	.980923E-11
0.999999999990191	8.23328	60	1.00000
9.80935E-12	-8.23328	60	.980941E-11
0.999999999990191	8.23328	60	1.00000
9.80935E-12	-8.23328	60	.980941E-11
0.999999999990191	7.56209	100	1.00000
9.80935E-12	-7.56209	100	.980954E-11
0.999999999990191	7.24716	153	1.00000
9.80935E-12	-7.24716	153	.980940E-11
0.999999999990191	6.83957	600	1.00000
9.80935E-12	-6.83957	600	.980965E-11
0.999999999990191	6.83070	643	1.00000
9.80935E-12	-6.83070	643	.980915E-11
0.999999999990191	6.78676	1000	1.00000
9.80935E-12	-6.78676	1000	.980952E-11
0.999999999990191	6.75230	1785	1.00000
9.80935E-12	-6.75230	1785	.980949E-11
0.999999999990191	6.72172	6000	1.00000
9.80935E-12	-6.72172	6000	.980902E-11
0.999999999990191	6.72052	6612	1.00000
9.80935E-12	-6.72052	6612	.980941E-11
0.999999999990191	6.71656	10000	1.00000
9.80935E-12	-6.71656	10000	.980916E-11
0.999999999990191	6.71283	19339	1.00000
9.80935E-12	-6.71283	19339	.980903E-11
0.999999999990191	6.71012	60000	1.00000
9.80935E-12	-6.71012	60000	.980931E-11
0.999999999990191	6.70997	67744	1.00000
9.80935E-12	-6.70997	67744	.980950E-11
0.999999999991	.353678E+11	1	1.00000
9.E-12	-.353678E+11	1	.899999E-11
0.999999999991	124.623	6	1.00000
9.E-12	-124.623	6	.900004E-11
0.999999999991	32.4867	10	1.00000
9.E-12	-32.4867	10	.899999E-11
0.999999999991	19.2533	14	1.00000
9.E-12	-19.2533	14	.900017E-11
0.999999999991	8.25525	60	1.00000
9.E-12	-8.25525	60	.900013E-11
0.999999999991	8.14361	64	1.00000
9.E-12	-8.14361	64	.900009E-11
0.999999999991	7.57970	100	1.00000
9.E-12	-7.57970	100	.899980E-11
0.999999999991	7.14943	191	1.00000
9.E-12	-7.14943	191	.900016E-11
0.999999999991	6.85286	600	1.00000
9.E-12	-6.85286	600	.900020E-11
0.999999999991	6.83752	678	1.00000
9.E-12	-6.83752	678	.899981E-11
0.999999999991	6.79975	1000	1.00000
9.E-12	-6.79975	1000	.900022E-11
0.999999999991	6.78467	1236	1.00000
9.E-12	-6.78467	1236	.900007E-11
0.999999999991	6.73434	6000	1.00000
9.E-12	-6.73434	6000	.900017E-11
0.999999999991	6.73297	6710	1.00000
9.E-12	-6.73297	6710	.900001E-11
0.999999999991	6.72916	10000	1.00000
9.E-12	-6.72916	10000	.899977E-11
0.999999999991	6.72861	10758	1.00000
9.E-12	-6.72861	10758	.899991E-11
0.999999999991	6.72268	60000	1.00000
9.E-12	-6.72268	60000	.900017E-11
0.999999999991	6.72266	61287	1.00000
9.E-12	-6.72266	61287	.899972E-11
0.999999999991841	.390145E+11	1	1.00000
8.15875E-12	-.390145E+11	1	.815876E-11
0.999999999991841	126.679	6	1.00000
8.15875E-12	-126.679	6	.815868E-11
0.999999999991841	32.8098	10	1.00000
8.15875E-12	-32.8098	10	.815884E-11
0.999999999991841	24.0156	12	1.00000
8.15875E-12	-24.0156	12	.815862E-11
0.999999999991841	8.28030	60	1.00000
8.15875E-12	-8.28030	60	.815875E-11
0.999999999991841	8.16781	64	1.00000
8.15875E-12	-8.16781	64	.815865E-11
0.999999999991841	7.59974	100	1.00000
8.15875E-12	-7.59974	100	.815886E-11
0.999999999991841	7.30863	146	1.00000
8.15875E-12	-7.30863	146	.815861E-11
0.999999999991841	6.86798	600	1.00000
8.15875E-12	-6.86798	600	.815885E-11
0.999999999991841	6.85014	692	1.00000
8.15875E-12	-6.85014	692	.815866E-11
0.999999999991841	6.81453	1000	1.00000
8.15875E-12	-6.81453	1000	.815886E-11
0.999999999991841	6.78231	1684	1.00000
8.15875E-12	-6.78231	1684	.815886E-11
0.999999999991841	6.74871	6000	1.00000
8.15875E-12	-6.74871	6000	.815854E-11
0.999999999991841	6.74753	6595	1.00000
8.15875E-12	-6.74753	6595	.815867E-11
0.999999999991841	6.74349	10000	1.00000
8.15875E-12	-6.74349	10000	.815859E-11
0.999999999991841	6.74009	17691	1.00000
8.15875E-12	-6.74009	17691	.815860E-11
0.999999999991841	6.73697	60000	1.00000
8.15875E-12	-6.73697	60000	.815890E-11
0.999999999991841	6.73684	66971	1.00000
8.15875E-12	-6.73684	66971	.815859E-11
0.999999999992	.397887E+11	1	1.00000
8.E-12	-.397887E+11	1	.800001E-11
0.999999999992	127.094	6	1.00000
8.E-12	-127.094	6	.800019E-11
0.999999999992	32.8749	10	1.00000
8.E-12	-32.8749	10	.800004E-11
0.999999999992	27.6780	11	1.00000
8.E-12	-27.6780	11	.800015E-11
0.999999999992	8.28532	60	1.00000
8.E-12	-8.28532	60	.799987E-11
0.999999999992	8.17265	64	1.00000
8.E-12	-8.17265	64	.800006E-11
0.999999999992	7.60376	100	1.00000
8.E-12	-7.60376	100	.799981E-11
0.999999999992	7.16992	191	1.00000
8.E-12	-7.16992	191	.799988E-11
0.999999999992	6.87101	600	1.00000
8.E-12	-6.87101	600	.799979E-11
0.999999999992	6.86240	641	1.00000
8.E-12	-6.86240	641	.800002E-11
0.999999999992	6.81749	1000	1.00000
8.E-12	-6.81749	1000	.799988E-11
0.999999999992	6.79530	1387	1.00000
8.E-12	-6.79530	1387	.799992E-11
0.999999999992	6.75158	6000	1.00000
8.E-12	-6.75158	6000	.799994E-11
0.999999999992	6.75068	6443	1.00000
8.E-12	-6.75068	6443	.800000E-11
0.999999999992	6.74635	10000	1.00000
8.E-12	-6.74635	10000	.800017E-11
0.999999999992	6.74263	19087	1.00000
8.E-12	-6.74263	19087	.799975E-11
0.999999999992	6.73983	60000	1.00000
8.E-12	-6.73983	60000	.800003E-11
0.999999999992	6.73967	68403	1.00000
8.E-12	-6.73967	68403	.800002E-11
0.99999999999272	.437247E+11	1	1.00000
7.27987E-12	-.437247E+11	1	.727986E-11
0.99999999999272	129.109	6	1.00000
7.27987E-12	-129.109	6	.727988E-11
0.99999999999272	33.1891	10	1.00000
7.27987E-12	-33.1891	10	.727990E-11
0.99999999999272	24.2492	12	1.00000
7.27987E-12	-24.2492	12	.727972E-11
0.99999999999272	8.30940	60	1.00000
7.27987E-12	-8.30940	60	.727984E-11
0.99999999999272	8.14512	66	1.00000
7.27987E-12	-8.14512	66	.727986E-11
0.99999999999272	7.62301	100	1.00000
7.27987E-12	-7.62301	100	.727990E-11
0.99999999999272	7.42870	126	1.00000
7.27987E-12	-7.42870	126	.728004E-11
0.99999999999272	6.88551	600	1.00000
7.27987E-12	-6.88551	600	.727975E-11
0.99999999999272	6.87665	642	1.00000
7.27987E-12	-6.87665	642	.727995E-11
0.99999999999272	6.83166	1000	1.00000
7.27987E-12	-6.83166	1000	.727994E-11
0.99999999999272	6.81749	1215	1.00000
7.27987E-12	-6.81749	1215	.727982E-11
0.99999999999272	6.76535	6000	1.00000
7.27987E-12	-6.76535	6000	.728000E-11
0.99999999999272	6.76492	6206	1.00000
7.27987E-12	-6.76492	6206	.727968E-11
0.99999999999272	6.76010	10000	1.00000
7.27987E-12	-6.76010	10000	.727964E-11
0.99999999999272	6.75648	18497	1.00000
7.27987E-12	-6.75648	18497	.727971E-11
0.99999999999272	6.75353	60000	1.00000
7.27987E-12	-6.75353	60000	.728005E-11
0.99999999999272	6.75336	69070	1.00000
7.27987E-12	-6.75336	69070	.727994E-11
0.999999999993	.454728E+11	1	1.00000
7.E-12	-.454728E+11	1	.700001E-11
0.999999999993	129.956	6	1.00000
7.E-12	-129.956	6	.699988E-11
0.999999999993	33.3206	10	1.00000
7.E-12	-33.3206	10	.699993E-11
0.999999999993	16.7848	16	1.00000
7.E-12	-16.7848	16	.699983E-11
0.999999999993	8.31941	60	1.00000
7.E-12	-8.31941	60	.700000E-11
0.999999999993	8.10714	68	1.00000
7.E-12	-8.10714	68	.699987E-11
0.999999999993	7.63101	100	1.00000
7.E-12	-7.63101	100	.700001E-11
0.999999999993	7.32024	150	1.00000
7.E-12	-7.32024	150	.699987E-11
0.999999999993	6.89153	600	1.00000
7.E-12	-6.89153	600	.699986E-11
0.999999999993	6.87300	695	1.00000
7.E-12	-6.87300	695	.699994E-11
0.999999999993	6.83754	1000	1.00000
7.E-12	-6.83754	1000	.700021E-11
0.999999999993	6.83271	1064	1.00000
7.E-12	-6.83271	1064	.699996E-11
0.999999999993	6.77107	6000	1.00000
7.E-12	-6.77107	6000	.699997E-11
0.999999999993	6.77071	6170	1.00000
7.E-12	-6.77071	6170	.699981E-11
0.999999999993	6.76580	10000	1.00000
7.E-12	-6.76580	10000	.699994E-11
0.999999999993	6.76400	12944	1.00000
7.E-12	-6.76400	12944	.700011E-11
0.999999999993	6.75922	60000	1.00000
7.E-12	-6.75922	60000	.700003E-11
0.999999999993	6.75905	68867	1.00000
7.E-12	-6.75905	68867	.700007E-11
0.999999999993865	.518816E+11	1	1.00000
6.13531E-12	-.518816E+11	1	.613531E-11
0.999999999993865	132.844	6	1.00000
6.13531E-12	-132.844	6	.613528E-11
0.999999999993865	33.7664	10	1.00000
6.13531E-12	-33.7664	10	.613536E-11
0.999999999993865	14.3294	19	1.00000
6.13531E-12	-14.3294	19	.613538E-11
0.999999999993865	8.35309	60	1.00000
6.13531E-12	-8.35309	60	.613526E-11
0.999999999993865	8.26526	63	1.00000
6.13531E-12	-8.26526	63	.613519E-11
0.999999999993865	7.65790	100	1.00000
6.13531E-12	-7.65790	100	.613530E-11
0.999999999993865	7.27974	168	1.00000
6.13531E-12	-7.27974	168	.613544E-11
0.999999999993865	6.91174	600	1.00000
6.13531E-12	-6.91174	600	.613534E-11
0.999999999993865	6.89356	692	1.00000
6.13531E-12	-6.89356	692	.613550E-11
0.999999999993865	6.85730	1000	1.00000
6.13531E-12	-6.85730	1000	.613525E-11
0.999999999993865	6.82541	1652	1.00000
6.13531E-12	-6.82541	1652	.613531E-11
0.999999999993865	6.79026	6000	1.00000
6.13531E-12	-6.79026	6000	.613541E-11
0.999999999993865	6.78946	6385	1.00000
6.13531E-12	-6.78946	6385	.613534E-11
0.999999999993865	6.78495	10000	1.00000
6.13531E-12	-6.78495	10000	.613521E-11
0.999999999993865	6.78211	15537	1.00000
6.13531E-12	-6.78211	15537	.613529E-11
0.999999999993865	6.77831	60000	1.00000
6.13531E-12	-6.77831	60000	.613550E-11
0.999999999993865	6.77814	69366	1.00000
6.13531E-12	-6.77814	69366	.613511E-11
0.999999999994	.530516E+11	1	1.00000
6.E-12	-.530516E+11	1	.600001E-11
0.999999999994	133.339	6	1.00000
6.E-12	-133.339	6	.599993E-11
0.999999999994	33.8424	10	1.00000
6.E-12	-33.8424	10	.600004E-11
0.999999999994	15.9197	17	1.00000
6.E-12	-15.9197	17	.599978E-11
0.999999999994	8.35879	60	1.00000
6.E-12	-8.35879	60	.599990E-11
0.999999999994	8.24360	64	1.00000
6.E-12	-8.24360	64	.600003E-11
0.999999999994	7.66245	100	1.00000
6.E-12	-7.66245	100	.599987E-11
0.999999999994	7.42139	134	1.00000
6.E-12	-7.42139	134	.600000E-11
0.999999999994	6.91515	600	1.00000
6.E-12	-6.91515	600	.600019E-11
0.999999999994	6.91203	614	1.00000
6.E-12	-6.91203	614	.599990E-11
0.999999999994	6.86063	1000	1.00000
6.E-12	-6.86063	1000	.600019E-11
0.999999999994	6.82780	1683	1.00000
6.E-12	-6.82780	1683	.600010E-11
0.999999999994	6.79350	6000	1.00000
6.E-12	-6.79350	6000	.600015E-11
0.999999999994	6.79164	6977	1.00000
6.E-12	-6.79164	6977	.599998E-11
0.999999999994	6.78818	10000	1.00000
6.E-12	-6.78818	10000	.600006E-11
0.999999999994	6.78694	11841	1.00000
6.E-12	-6.78694	11841	.600005E-11
0.999999999994	6.78154	60000	1.00000
6.E-12	-6.78154	60000	.599995E-11
0.999999999994	6.78139	67839	1.00000
6.E-12	-6.78139	67839	.599981E-11
0.999999999994136	.542806E+11	1	1.00000
5.86416E-12	-.542806E+11	1	.586416E-11
0.999999999994136	133.849	6	1.00000
5.86416E-12	-133.849	6	.586410E-11
0.999999999994136	33.9206	10	1.00000
5.86416E-12	-33.9206	10	.586421E-11
0.999999999994136	14.3665	19	1.00000
5.86416E-12	-14.3665	19	.586439E-11
0.999999999994136	8.36464	60	1.00000
5.86416E-12	-8.36464	60	.586409E-11
0.999999999994136	8.33413	61	1.00000
5.86416E-12	-8.33413	61	.586419E-11
0.999999999994136	7.66711	100	1.00000
5.86416E-12	-7.66711	100	.586425E-11
0.999999999994136	7.41551	136	1.00000
5.86416E-12	-7.41551	136	.586402E-11
0.999999999994136	6.91866	600	1.00000
5.86416E-12	-6.91866	600	.586414E-11
0.999999999994136	6.91553	614	1.00000
5.86416E-12	-6.91553	614	.586406E-11
0.999999999994136	6.86406	1000	1.00000
5.86416E-12	-6.86406	1000	.586413E-11
0.999999999994136	6.84101	1397	1.00000
5.86416E-12	-6.84101	1397	.586402E-11
0.999999999994136	6.79683	6000	1.00000
5.86416E-12	-6.79683	6000	.586418E-11
0.999999999994136	6.79613	6332	1.00000
5.86416E-12	-6.79613	6332	.586422E-11
0.999999999994136	6.79150	10000	1.00000
5.86416E-12	-6.79150	10000	.586418E-11
0.999999999994136	6.78751	19992	1.00000
5.86416E-12	-6.78751	19992	.586414E-11
0.999999999994136	6.78485	60000	1.00000
5.86416E-12	-6.78485	60000	.586409E-11
0.999999999994136	6.78485	60037	1.00000
5.86416E-12	-6.78485	60037	.586406E-11
0.999999999995	.636620E+11	1	1.00000
5.E-12	-.636620E+11	1	.500000E-11
0.999999999995	137.454	6	1.00000
5.E-12	-137.454	6	.499997E-11
0.999999999995	34.4700	10	1.00000
5.E-12	-34.4700	10	.500005E-11
0.999999999995	14.4981	19	1.00000
5.E-12	-14.4981	19	.500004E-11
0.999999999995	8.40538	60	1.00000
5.E-12	-8.40538	60	.500003E-11
0.999999999995	8.40538	60	1.00000
5.E-12	-8.40538	60	.500003E-11
0.999999999995	7.69959	100	1.00000
5.E-12	-7.69959	100	.499994E-11
0.999999999995	7.56529	116	1.00000
5.E-12	-7.56529	116	.499994E-11
0.999999999995	6.94302	600	1.00000
5.E-12	-6.94302	600	.499988E-11
0.999999999995	6.92512	689	1.00000
5.E-12	-6.92512	689	.500008E-11
0.999999999995	6.88786	1000	1.00000
5.E-12	-6.88786	1000	.499992E-11
0.999999999995	6.86133	1479	1.00000
5.E-12	-6.86133	1479	.499996E-11
0.999999999995	6.81995	6000	1.00000
5.E-12	-6.81995	6000	.499992E-11
0.999999999995	6.81962	6151	1.00000
5.E-12	-6.81962	6151	.499990E-11
0.999999999995	6.81456	10000	1.00000
5.E-12	-6.81456	10000	.500014E-11
0.999999999995	6.81203	14568	1.00000
5.E-12	-6.81203	14568	.500016E-11
0.999999999995	6.80784	60000	1.00000
5.E-12	-6.80784	60000	.500017E-11
0.999999999995	6.80781	61708	1.00000
5.E-12	-6.80781	61708	.499992E-11
0.99999999999525	.670101E+11	1	1.00000
4.75018E-12	-.670101E+11	1	.475018E-11
0.99999999999525	138.633	6	1.00000
4.75018E-12	-138.633	6	.475027E-11
0.99999999999525	34.6485	10	1.00000
4.75018E-12	-34.6485	10	.475022E-11
0.99999999999525	29.0386	11	1.00000
4.75018E-12	-29.0386	11	.475013E-11
0.99999999999525	8.41849	60	1.00000
4.75018E-12	-8.41849	60	.475011E-11
0.99999999999525	8.27453	65	1.00000
4.75018E-12	-8.27453	65	.475023E-11
0.99999999999525	7.71002	100	1.00000
4.75018E-12	-7.71002	100	.475023E-11
0.99999999999525	7.52821	123	1.00000
4.75018E-12	-7.52821	123	.475021E-11
0.99999999999525	6.95083	600	1.00000
4.75018E-12	-6.95083	600	.475026E-11
0.99999999999525	6.94254	638	1.00000
4.75018E-12	-6.94254	638	.475033E-11
0.99999999999525	6.89549	1000	1.00000
4.75018E-12	-6.89549	1000	.475030E-11
0.99999999999525	6.87373	1360	1.00000
4.75018E-12	-6.87373	1360	.475011E-11
0.99999999999525	6.82736	6000	1.00000
4.75018E-12	-6.82736	6000	.475032E-11
0.99999999999525	6.82654	6388	1.00000
4.75018E-12	-6.82654	6388	.475030E-11
0.99999999999525	6.82196	10000	1.00000
4.75018E-12	-6.82196	10000	.475030E-11
0.99999999999525	6.81957	14200	1.00000
4.75018E-12	-6.81957	14200	.475017E-11
0.99999999999525	6.81522	60000	1.00000
4.75018E-12	-6.81522	60000	.475027E-11
0.99999999999525	6.81505	68871	1.00000
4.75018E-12	-6.81505	68871	.475016E-11
0.999999999996	.795775E+11	1	1.00000
4.E-12	-.795775E+11	1	.400000E-11
0.999999999996	142.664	6	1.00000
4.E-12	-142.664	6	.399992E-11
0.999999999996	35.2538	10	1.00000
4.E-12	-35.2538	10	.399999E-11
0.999999999996	15.4329	18	1.00000
4.E-12	-15.4329	18	.400008E-11
0.999999999996	8.46245	60	1.00000
4.E-12	-8.46245	60	.399998E-11
0.999999999996	8.40081	62	1.00000
4.E-12	-8.40081	62	.400007E-11
0.999999999996	7.74499	100	1.00000
4.E-12	-7.74499	100	.400003E-11
0.999999999996	7.61589	115	1.00000
4.E-12	-7.61589	115	.400003E-11
0.999999999996	6.97699	600	1.00000
4.E-12	-6.97699	600	.400007E-11
0.999999999996	6.97423	612	1.00000
4.E-12	-6.97423	612	.400007E-11
0.999999999996	6.92105	1000	1.00000
4.E-12	-6.92105	1000	.399996E-11
0.999999999996	6.88224	1879	1.00000
4.E-12	-6.88224	1879	.400013E-11
0.999999999996	6.85218	6000	1.00000
4.E-12	-6.85218	6000	.400003E-11
0.999999999996	6.85206	6054	1.00000
4.E-12	-6.85206	6054	.399998E-11
0.999999999996	6.84672	10000	1.00000
4.E-12	-6.84672	10000	.400006E-11
0.999999999996	6.84486	12944	1.00000
4.E-12	-6.84486	12944	.400004E-11
0.999999999996	6.83991	60000	1.00000
4.E-12	-6.83991	60000	.399997E-11
0.999999999996	6.83977	66842	1.00000
4.E-12	-6.83977	66842	.399999E-11
0.999999999996792	.992247E+11	1	1.00000
3.20797E-12	-.992247E+11	1	.320797E-11
0.999999999996792	148.009	6	1.00000
3.20797E-12	-148.009	6	.320799E-11
0.999999999996792	36.0461	10	1.00000
3.20797E-12	-36.0461	10	.320794E-11
0.999999999996792	36.0461	10	1.00000
3.20797E-12	-36.0461	10	.320794E-11
0.999999999996792	8.51892	60	1.00000
3.20797E-12	-8.51892	60	.320800E-11
0.999999999996792	8.31850	67	1.00000
3.20797E-12	-8.31850	67	.320802E-11
0.999999999996792	7.78983	100	1.00000
3.20797E-12	-7.78983	100	.320799E-11
0.999999999996792	7.34079	186	1.00000
3.20797E-12	-7.34079	186	.320801E-11
0.999999999996792	7.01046	600	1.00000
3.20797E-12	-7.01046	600	.320794E-11
0.999999999996792	7.00092	643	1.00000
3.20797E-12	-7.00092	643	.320798E-11
0.999999999996792	6.95373	1000	1.00000
3.20797E-12	-6.95373	1000	.320805E-11
0.999999999996792	6.93277	1331	1.00000
3.20797E-12	-6.93277	1331	.320803E-11
0.999999999996792	6.88392	6000	1.00000
3.20797E-12	-6.88392	6000	.320786E-11
0.999999999996792	6.88210	6906	1.00000
3.20797E-12	-6.88210	6906	.320795E-11
0.999999999996792	6.87838	10000	1.00000
3.20797E-12	-6.87838	10000	.320800E-11
0.999999999996792	6.87547	15396	1.00000
3.20797E-12	-6.87547	15396	.320808E-11
0.999999999996792	6.87147	60000	1.00000
3.20797E-12	-6.87147	60000	.320807E-11
0.999999999996792	6.87131	68006	1.00000
3.20797E-12	-6.87131	68006	.320801E-11
0.999999999997	.106103E+12	1	1.00000
3.E-12	-.106103E+12	1	.300001E-11
0.999999999997	149.672	6	1.00000
3.E-12	-149.672	6	.300003E-11
0.999999999997	36.2902	10	1.00000
3.E-12	-36.2902	10	.299999E-11
0.999999999997	19.1309	15	1.00000
3.E-12	-19.1309	15	.300008E-11
0.999999999997	8.53609	60	1.00000
3.E-12	-8.53609	60	.299994E-11
0.999999999997	8.36040	66	1.00000
3.E-12	-8.36040	66	.300005E-11
0.999999999997	7.80344	100	1.00000
3.E-12	-7.80344	100	.300001E-11
0.999999999997	7.53987	136	1.00000
3.E-12	-7.53987	136	.300000E-11
0.999999999997	7.02060	600	1.00000
3.E-12	-7.02060	600	.299997E-11
0.999999999997	7.00622	667	1.00000
3.E-12	-7.00622	667	.300000E-11
0.999999999997	6.96364	1000	1.00000
3.E-12	-6.96364	1000	.299991E-11
0.999999999997	6.92408	1881	1.00000
3.E-12	-6.92408	1881	.300007E-11
0.999999999997	6.89353	6000	1.00000
3.E-12	-6.89353	6000	.299994E-11
0.999999999997	6.89352	6001	1.00000
3.E-12	-6.89352	6001	.300010E-11
0.999999999997	6.88797	10000	1.00000
3.E-12	-6.88797	10000	.300001E-11
0.999999999997	6.88499	15561	1.00000
3.E-12	-6.88499	15561	.300010E-11
0.999999999997	6.88104	60000	1.00000
3.E-12	-6.88104	60000	.299990E-11
0.999999999997	6.88087	68341	1.00000
3.E-12	-6.88087	68341	.299992E-11
0.99999999999786	.148746E+12	1	1.00000
2.13995E-12	-.148746E+12	1	.213996E-11
0.99999999999786	158.343	6	1.00000
2.13995E-12	-158.343	6	.213997E-11
0.99999999999786	37.5456	10	1.00000
2.13995E-12	-37.5456	10	.213998E-11
0.99999999999786	16.9761	17	1.00000
2.13995E-12	-16.9761	17	.213994E-11
0.99999999999786	8.62266	60	1.00000
2.13995E-12	-8.62266	60	.213993E-11
0.99999999999786	8.39064	68	1.00000
2.13995E-12	-8.39064	68	.213996E-11
0.99999999999786	7.87196	100	1.00000
2.13995E-12	-7.87196	100	.213995E-11
0.99999999999786	7.42175	182	1.00000
2.13995E-12	-7.42175	182	.213995E-11
0.99999999999786	7.07153	600	1.00000
2.13995E-12	-7.07153	600	.213990E-11
0.99999999999786	7.06281	638	1.00000
2.13995E-12	-7.06281	638	.214000E-11
0.99999999999786	7.01336	1000	1.00000
2.13995E-12	-7.01336	1000	.213994E-11
0.99999999999786	6.99063	1357	1.00000
2.13995E-12	-6.99063	1357	.213992E-11
0.99999999999786	6.94178	6000	1.00000
2.13995E-12	-6.94178	6000	.213999E-11
0.99999999999786	6.94148	6130	1.00000
2.13995E-12	-6.94148	6130	.213998E-11
0.99999999999786	6.93611	10000	1.00000
2.13995E-12	-6.93611	10000	.213995E-11
0.99999999999786	6.93198	19470	1.00000
2.13995E-12	-6.93198	19470	.213990E-11
0.99999999999786	6.92903	60000	1.00000
2.13995E-12	-6.92903	60000	.213996E-11
0.99999999999786	6.92897	62690	1.00000
2.13995E-12	-6.92897	62690	.213995E-11
0.999999999998	.159155E+12	1	1.00000
2.E-12	-.159155E+12	1	.200000E-11
0.999999999998	160.139	6	1.00000
2.E-12	-160.139	6	.199997E-11
0.999999999998	37.8021	10	1.00000
2.E-12	-37.8021	10	.200000E-11
0.999999999998	31.4418	11	1.00000
2.E-12	-31.4418	11	.200003E-11
0.999999999998	8.64000	60	1.00000
2.E-12	-8.64000	60	.200002E-11
0.999999999998	8.60692	61	1.00000
2.E-12	-8.60692	61	.199999E-11
0.999999999998	7.88566	100	1.00000
2.E-12	-7.88566	100	.200003E-11
0.999999999998	7.87525	101	1.00000
2.E-12	-7.87525	101	.200002E-11
0.999999999998	7.08169	600	1.00000
2.E-12	-7.08169	600	.199996E-11
0.999999999998	7.07787	616	1.00000
2.E-12	-7.07787	616	.199999E-11
0.999999999998	7.02328	1000	1.00000
2.E-12	-7.02328	1000	.199996E-11
0.999999999998	6.99750	1423	1.00000
2.E-12	-6.99750	1423	.199994E-11
0.999999999998	6.95141	6000	1.00000
2.E-12	-6.95141	6000	.199994E-11
0.999999999998	6.95110	6131	1.00000
2.E-12	-6.95110	6131	.200002E-11
0.999999999998	6.94571	10000	1.00000
2.E-12	-6.94571	10000	.200000E-11
0.999999999998	6.94457	11544	1.00000
2.E-12	-6.94457	11544	.199998E-11
0.999999999998	6.93860	60000	1.00000
2.E-12	-6.93860	60000	.200002E-11
0.999999999998	6.93842	68786	1.00000
2.E-12	-6.93842	68786	.200000E-11
0.999999999998705	.245879E+12	1	1.00000
1.29458E-12	-.245879E+12	1	.129458E-11
0.999999999998705	172.181	6	1.00000
1.29458E-12	-172.181	6	.129459E-11
0.999999999998705	39.4932	10	1.00000
1.29458E-12	-39.4932	10	.129457E-11
